test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest00109,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.4939336901384355,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00110,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.49671630473765704,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00111,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.549532047868988,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00112,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00113,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.46600563814060314,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00114,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6326009898069045,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00115,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.49671630473765704,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00116,0,CWE-643,0,0,0,0.5185,,0.2006646735407571,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00117,0,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5390225203962058,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00118,0,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5390225203962058,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00119,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.746894127214667,P2 - High (ML Probable Vulnerability)
BenchmarkTest00120,1,CWE-327,1,0,1,0.9046,Use another cipher mode or disable padding.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest00121,0,CWE-327,0,0,0,0.9046,,0.09081970593165378,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00122,0,CWE-327,0,0,0,0.9046,,0.09759301912689183,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00123,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9582673165050278,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00124,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9549847982426458,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00125,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9726464839232182,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00126,0,CWE-327,0,0,0,0.9046,,0.09176958896267884,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00127,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.746894127214667,P2 - High (ML Probable Vulnerability)
BenchmarkTest00128,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest00129,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7669870863329693,P2 - High (ML Probable Vulnerability)
BenchmarkTest00130,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7651568594963934,P2 - High (ML Probable Vulnerability)
BenchmarkTest00131,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00132,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00133,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00134,0,CWE-22,0,0,0,0.531,,0.23926100857156368,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00135,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00136,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5300041467457454,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00137,0,CWE-22,0,0,0,0.531,,0.23939612297813506,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00138,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5026710330672093,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00139,0,CWE-90,0,0,0,0.4815,,0.31554142886438635,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00140,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00141,1,CWE-328,1,0,1,1.0,Make sure this weak hash algorithm is not used in a sensitive context here.,0.8637953647791987,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00142,0,CWE-328,0,0,0,1.0,,0.21055491925120276,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00143,1,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00144,1,CWE-79,0,0,0,0.6516,,0.2376126864028741,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00145,1,CWE-79,0,0,0,0.6516,,0.2918844006955008,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00146,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest00147,0,CWE-79,0,0,0,0.6516,,0.2376126864028741,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00148,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest00149,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest00150,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest00151,0,CWE-79,0,0,0,0.6516,,0.2918844006955008,P4 - Low (ML Suppressed / Likely False Alarm)
