test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest00092,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00092.java,96,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00097,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00097.java,76,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00098,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00098.java,69,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest00102,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00102.java,73,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00103,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00103.java,76,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00104,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00104.java,76,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00105,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00105.java,76,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00106,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00106.java,83,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00107,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,94,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00108,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00108.java,92,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00109,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00109.java,80,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00110,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,94,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00111,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00111.java,83,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00112,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00112.java,73,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00113,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00113.java,79,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00114,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00114.java,76,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00115,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00115.java,78,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00117,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00117.java,90,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest00117,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00117.java,97,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00118,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00118.java,88,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest00118,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00118.java,90,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00119,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,89,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00119,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,86,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00120,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,73,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00120,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,70,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
